Entities,Counts,Appearance_Percent,Popularity,Normalized Score,Popularity_Growth
Iskios,1,3.85,3.85,0.0,0.0
Yellow Machines,1,3.85,3.85,0.0,0.0
Homage,1,3.85,3.85,0.0,0.0
Joel Anderson,1,3.85,3.85,0.0,0.0
Bob Dylan,1,3.85,3.85,0.0,0.0
Parookaville – Weeze,1,3.85,3.85,0.0,0.0
Mr G ,1,3.85,3.85,0.0,0.0
Zach Walker,1,3.85,3.85,0.0,0.0
Steve RachmadSee,1,3.85,3.85,0.0,0.0
Whitelabrecs,1,3.85,3.85,0.0,0.0
“House,1,3.85,3.85,0.0,0.0
! They,1,3.85,3.85,0.0,0.0
Above & Beyond’s,1,3.85,3.85,0.0,0.0
Thu,1,3.85,3.85,0.0,0.0
Under the Spire,1,3.85,3.85,0.0,0.0
Den Bosch,1,3.85,3.85,0.0,0.0
Therapy Weekender – George,1,3.85,3.85,0.0,0.0
Death Row,1,3.85,3.85,0.0,0.0
"NY
Fri",1,3.85,3.85,0.0,0.0
Arena – Praha,1,3.85,3.85,0.0,0.0
John Gomez,1,3.85,3.85,0.0,0.0
Jessica Williams,1,3.85,3.85,0.0,0.0
Vistula,1,3.85,3.85,0.0,0.0
Adele,1,3.85,3.85,0.0,0.0
Alfresco,1,3.85,3.85,0.0,0.0
KENT After,1,3.85,3.85,0.0,0.0
PARTYSUNDAY,1,3.85,3.85,0.0,0.0
Theo Kottis,1,3.85,3.85,0.0,0.0
VENUES,1,3.85,3.85,0.0,0.0
Stanfield,1,3.85,3.85,0.0,0.0
Kerry Brown,1,3.85,3.85,0.0,0.0
Denham Audio,1,3.85,3.85,0.0,0.0
Sigsworth,1,3.85,3.85,0.0,0.0
Club Glow,1,3.85,3.85,0.0,0.0
Merrill Garbus,1,3.85,3.85,0.0,0.0
Toraiz,1,3.85,3.85,0.0,0.0
Last August,1,3.85,3.85,0.0,0.0
Aragon BallroomNovember,1,3.85,3.85,0.0,0.0
Daniel Williams,1,3.85,3.85,0.0,0.0
Tune-Yards,1,3.85,3.85,0.0,0.0
Hrishikesh,1,3.85,3.85,0.0,0.0
SPFDJ,1,3.85,3.85,0.0,0.0
Human Traffic,1,3.85,3.85,0.0,0.0
Loma Vista,1,3.85,3.85,0.0,0.0
Pro Teens,1,3.85,3.85,0.0,0.0
Beychella,1,3.85,3.85,0.0,0.0
Mick Jones,1,3.85,3.85,0.0,0.0
Beyonce’s,1,3.85,3.85,0.0,0.0
Anitta,1,3.85,3.85,0.0,0.0
Sivan,1,3.85,3.85,0.0,0.0
DJ Bone,1,3.85,3.85,0.0,0.0
Simone’s,1,3.85,3.85,0.0,0.0
Daphni,1,3.85,3.85,0.0,0.0
Kazakhstan’s,1,3.85,3.85,0.0,0.0
Rhadoo,1,3.85,3.85,0.0,0.0
Peverelist,1,3.85,3.85,0.0,0.0
DJ Storm,1,3.85,3.85,0.0,0.0
Four Tet’s,1,3.85,3.85,0.0,0.0
Madge,1,3.85,3.85,0.0,0.0
Lena Willikens,1,3.85,3.85,0.0,0.0
Rae Sremmurd’s Swae,1,3.85,3.85,0.0,0.0
Maverick,1,3.85,3.85,0.0,0.0
Jennifer Cardini,1,3.85,3.85,0.0,0.0
Prins Thomas,1,3.85,3.85,0.0,0.0
Identified Patient,1,3.85,3.85,0.0,0.0
Bill Brewster,1,3.85,3.85,0.0,0.0
Dark Ballet,1,3.85,3.85,0.0,0.0
Crave,1,3.85,3.85,0.0,0.0
World Unknown,1,3.85,3.85,0.0,0.0
Andy Blake’s,1,3.85,3.85,0.0,0.0
Steve Davis,1,3.85,3.85,0.0,0.0
Swede’s,1,3.85,3.85,0.0,0.0
Aminé,1,3.85,3.85,0.0,0.0
Tangerine Dream,1,3.85,3.85,0.0,0.0
Trident,1,3.85,3.85,0.0,0.0
Pink Siifu,1,3.85,3.85,0.0,0.0
Sigsworth’s,1,3.85,3.85,0.0,0.0
Robert,1,3.85,3.85,0.0,0.0
Wilson’s,1,3.85,3.85,0.0,0.0
Edgar Froese,1,3.85,3.85,0.0,0.0
Froese’s,1,3.85,3.85,0.0,0.0
La Fleur,1,3.85,3.85,0.0,0.0
O.T. Genasis,1,3.85,3.85,0.0,0.0
Iggy,1,3.85,3.85,0.0,0.0
Bullshit,1,3.85,3.85,0.0,0.0
Dave Clarke,1,3.85,3.85,0.0,0.0
Philharmonic,1,3.85,3.85,0.0,0.0
Amuse,1,3.85,3.85,0.0,0.0
LOCATION,1,3.85,3.85,0.0,0.0
Ron Burgundy,1,3.85,3.85,0.0,0.0
T b2b Chimpo,1,3.85,3.85,0.0,0.0
Jayson Wynters,1,3.85,3.85,0.0,0.0
Rikki Humphrey,1,3.85,3.85,0.0,0.0
Psychemagik,1,3.85,3.85,0.0,0.0
Powder,1,3.85,3.85,0.0,0.0
Maxo,1,3.85,3.85,0.0,0.0
Medhane,1,3.85,3.85,0.0,0.0
Syria,1,3.85,3.85,0.0,0.0
David Yow,1,3.85,3.85,0.0,0.0
Stereo,1,3.85,3.85,0.0,0.0
Steven Wilson,1,3.85,3.85,0.0,0.0
Edgar Forese,1,3.85,3.85,0.0,0.0
Anger,1,3.85,3.85,0.0,0.0
James Messiah,1,3.85,3.85,0.0,0.0
Joey LaBeija,1,3.85,3.85,0.0,0.0
Cam,1,3.85,3.85,0.0,0.0
Brian Posehn,1,3.85,3.85,0.0,0.0
Dave Foley,1,3.85,3.85,0.0,0.0
Jack Black,1,3.85,3.85,0.0,0.0
Slauson Malone,1,3.85,3.85,0.0,0.0
Burning Brides,1,3.85,3.85,0.0,0.0
Gerry Read’s,1,3.85,3.85,0.0,0.0
Gladys Knight’s,1,3.85,3.85,0.0,0.0
Rings,1,3.85,3.85,0.0,0.0
Kristin Corry,1,3.85,3.85,0.0,0.0
Casio CZ1000,1,3.85,3.85,0.0,0.0
Columbia]Queen Bey,1,3.85,3.85,0.0,0.0
Version,1,3.85,3.85,0.0,0.0
Matthew Anderegg,1,3.85,3.85,0.0,0.0
Hot Chip’s,1,3.85,3.85,0.0,0.0
"! 
	",1,3.85,3.85,0.0,0.0
Isolée,1,3.85,3.85,0.0,0.0
Australia - The Rosemount Hotel,1,3.85,3.85,0.0,0.0
Aimoon –,1,3.85,3.85,0.0,0.0
The Blooming,1,3.85,3.85,0.0,0.0
Aerotek,1,3.85,3.85,0.0,0.0
Belgium - Rock Werchter,1,3.85,3.85,0.0,0.0
Allison Park,1,3.85,3.85,0.0,0.0
FL - Sing Out,1,3.85,3.85,0.0,0.0
Jamie Walker,1,3.85,3.85,0.0,0.0
Steve Dekay,1,3.85,3.85,0.0,0.0
Octa Octa,1,3.85,3.85,0.0,0.0
Cardi’s,1,3.85,3.85,0.0,0.0
Tycho’s,1,3.85,3.85,0.0,0.0
Miami Commissioner,1,3.85,3.85,0.0,0.0
Marlon Williams,1,3.85,3.85,0.0,0.0
Seatbelts,1,3.85,3.85,0.0,0.0
Shellac’s,1,3.85,3.85,0.0,0.0
Goswell’s,1,3.85,3.85,0.0,0.0
Slowdive’s Rachel Goswell,1,3.85,3.85,0.0,0.0
Supreme Court,1,3.85,3.85,0.0,0.0
Refugee Rights Project,1,3.85,3.85,0.0,0.0
YouTubers,1,3.85,3.85,0.0,0.0
“Billie Eilish,1,3.85,3.85,0.0,0.0
Luxembourg - Atelier,1,3.85,3.85,0.0,0.0
Alex Wright –,1,3.85,3.85,0.0,0.0
Craig Richard,1,3.85,3.85,0.0,0.0
Martin Harper,1,3.85,3.85,0.0,0.0
Despised Icon,1,3.85,3.85,0.0,0.0
Nite Life,1,3.85,3.85,0.0,0.0
Danny Rampling,1,3.85,3.85,0.0,0.0
Agonist,1,3.85,3.85,0.0,0.0
Pelt,1,3.85,3.85,0.0,0.0
Nite,1,3.85,3.85,0.0,0.0
Simon Dunmore,1,3.85,3.85,0.0,0.0
Unspeakable Joy’,1,3.85,3.85,0.0,0.0
Ten City (,1,3.85,3.85,0.0,0.0
Heidecker,1,3.85,3.85,0.0,0.0
Byron Stingily,1,3.85,3.85,0.0,0.0
Byron Burke,1,3.85,3.85,0.0,0.0
Dekkar,1,3.85,3.85,0.0,0.0
”English,1,3.85,3.85,0.0,0.0
“While,1,3.85,3.85,0.0,0.0
Tim Heidecker,1,3.85,3.85,0.0,0.0
Richie Hawtin –,1,3.85,3.85,0.0,0.0
Area,1,3.85,3.85,0.0,0.0
Machine’s,1,3.85,3.85,0.0,0.0
Poker,1,3.85,3.85,0.0,0.0
"""Watch",1,3.85,3.85,0.0,0.0
Giant Swan,1,3.85,3.85,0.0,0.0
Tama Sumo,1,3.85,3.85,0.0,0.0
Beyoncé’s Coachella,1,3.85,3.85,0.0,0.0
James Dyer,1,3.85,3.85,0.0,0.0
Black Monument Ensemble,1,3.85,3.85,0.0,0.0
In:Motion,1,3.85,3.85,0.0,0.0
Downlow,1,3.85,3.85,0.0,0.0
Taken,1,3.85,3.85,0.0,0.0
Locks,1,3.85,3.85,0.0,0.0
Lena Horne,1,3.85,3.85,0.0,0.0
The Brooklyn,1,3.85,3.85,0.0,0.0
Alex Mali,1,3.85,3.85,0.0,0.0
Thutmose,1,3.85,3.85,0.0,0.0
Steve Reich’s,1,3.85,3.85,0.0,0.0
Rory Flynn,1,3.85,3.85,0.0,0.0
Greenwood’s,1,3.85,3.85,0.0,0.0
Maxim Karnaukhov,1,3.85,3.85,0.0,0.0
Imogen,1,3.85,3.85,0.0,0.0
Loopcloud,1,3.85,3.85,0.0,0.0
Lovebox,1,3.85,3.85,0.0,0.0
Jeffrey Williams,1,3.85,3.85,0.0,0.0
Uzi Vert,1,3.85,3.85,0.0,0.0
Malta,1,3.85,3.85,0.0,0.0
Koffee,1,3.85,3.85,0.0,0.0
Ms. Mac,1,3.85,3.85,0.0,0.0
Chicago’s,1,3.85,3.85,0.0,0.0
BIRMINGHAM The Orb,1,3.85,3.85,0.0,0.0
”But,1,3.85,3.85,0.0,0.0
Steve’s,1,3.85,3.85,0.0,0.0
Eleanor Friedberger,1,3.85,3.85,0.0,0.0
Kobosil,1,3.85,3.85,0.0,0.0
! Thank,1,3.85,3.85,0.0,0.0
Steve Clarke,1,3.85,3.85,0.0,0.0
RI - Columbus Theatre,1,3.85,3.85,0.0,0.0
Ekkis,1,3.85,3.85,0.0,0.0
Gold Diggers,1,3.85,3.85,0.0,0.0
Kyle E,1,3.85,3.85,0.0,0.0
PICKLE FACTORY,1,3.85,3.85,0.0,0.0
Marcus Harris.3PM - 5AM /,1,3.85,3.85,0.0,0.0
NY - Bearsville Theater,1,3.85,3.85,0.0,0.0
Lisbon’s,1,3.85,3.85,0.0,0.0
OH - Taft,1,3.85,3.85,0.0,0.0
MN - Weesner Family Amphitheater,1,3.85,3.85,0.0,0.0
Roma,1,3.85,3.85,0.0,0.0
SALFORD,1,3.85,3.85,0.0,0.0
James Holroyd,1,3.85,3.85,0.0,0.0
Gayletter,1,3.85,3.85,0.0,0.0
Nathan Micay,1,3.85,3.85,0.0,0.0
The Pilotwings,1,3.85,3.85,0.0,0.0
Hewitt,1,3.85,3.85,0.0,0.0
Florist,1,3.85,3.85,0.0,0.0
Destiny’s Child,1,3.85,3.85,0.0,0.0
Rebecca Jo Loeb,1,3.85,3.85,0.0,0.0
Bad Vibrations,1,3.85,3.85,0.0,0.0
Nick Moran,1,3.85,3.85,0.0,0.0
Rupert Everett,1,3.85,3.85,0.0,0.0
Gerard Way’s,1,3.85,3.85,0.0,0.0
CA - Love Field,1,3.85,3.85,0.0,0.0
NM,1,3.85,3.85,0.0,0.0
NE - The Bourbon Theatre,1,3.85,3.85,0.0,0.0
HACKNEY,1,3.85,3.85,0.0,0.0
Issue 592,1,3.85,3.85,0.0,0.0
The Queens Head,1,3.85,3.85,0.0,0.0
Outer Heaven,1,3.85,3.85,0.0,0.0
Bitch,1,3.85,3.85,0.0,0.0
NC - The Ritz,1,3.85,3.85,0.0,0.0
NY - Knockdown,1,3.85,3.85,0.0,0.0
Terranea,1,3.85,3.85,0.0,0.0
NY -,1,3.85,3.85,0.0,0.0
WI - The,1,3.85,3.85,0.0,0.0
Alesso,1,3.85,3.85,0.0,0.0
X-Spress,1,3.85,3.85,0.0,0.0
Nelly Furtado’s,1,3.85,3.85,0.0,0.0
Rian Treanor,1,3.85,3.85,0.0,0.0
Lee Gamble,1,3.85,3.85,0.0,0.0
Primal Scream,1,3.85,3.85,0.0,0.0
Moon Duo,1,3.85,3.85,0.0,0.0
Lo Shea,1,3.85,3.85,0.0,0.0
Schwefelgelb,1,3.85,3.85,0.0,0.0
Daniela Candillari,1,3.85,3.85,0.0,0.0
Trinity Wall Street,1,3.85,3.85,0.0,0.0
Adam Rigg,1,3.85,3.85,0.0,0.0
The Big Smoke,1,3.85,3.85,0.0,0.0
Pablo Santiago,1,3.85,3.85,0.0,0.0
Now I’m,1,3.85,3.85,0.0,0.0
Rabbithole,1,3.85,3.85,0.0,0.0
Aretha,1,3.85,3.85,0.0,0.0
Elle Fanning,1,3.85,3.85,0.0,0.0
Tegan and Sara,1,3.85,3.85,0.0,0.0
Annie Lennox,1,3.85,3.85,0.0,0.0
Dolly Parton,1,3.85,3.85,0.0,0.0
Mantra ,1,3.85,3.85,0.0,0.0
Hackney’s,1,3.85,3.85,0.0,0.0
Tommy Four Seven,1,3.85,3.85,0.0,0.0
Nominees,1,3.85,3.85,0.0,0.0
Tet,1,3.85,3.85,0.0,0.0
Finalists,1,3.85,3.85,0.0,0.0
Liberty Hall,1,3.85,3.85,0.0,0.0
B-52’s,1,3.85,3.85,0.0,0.0
CA - Crest,1,3.85,3.85,0.0,0.0
’m,1,3.85,3.85,0.0,0.0
Hal David’s,1,3.85,3.85,0.0,0.0
InDreams’,1,3.85,3.85,0.0,0.0
Fjaak,1,3.85,3.85,0.0,0.0
Aaron Dessner,1,3.85,3.85,0.0,0.0
Pure,1,3.85,3.85,0.0,0.0
Thomas Schumacher,1,3.85,3.85,0.0,0.0
Coda,1,3.85,3.85,0.0,0.0
Kristín Anna,1,3.85,3.85,0.0,0.0
Buzzcocks’,1,3.85,3.85,0.0,0.0
Pete Shelley,1,3.85,3.85,0.0,0.0
Penetration,1,3.85,3.85,0.0,0.0
Ed Davenport,1,3.85,3.85,0.0,0.0
Ciel,1,3.85,3.85,0.0,0.0
Haim,1,3.85,3.85,0.0,0.0
Juan Atkins,1,3.85,3.85,0.0,0.0
Hacker,1,3.85,3.85,0.0,0.0
Check,1,3.85,3.85,0.0,0.0
Devonté Hynes,1,3.85,3.85,0.0,0.0
Silvia Kastel,1,3.85,3.85,0.0,0.0
The Supreme Court,1,3.85,3.85,0.0,0.0
Pennsylvania*. The,1,3.85,3.85,0.0,0.0
Ce Ce Rogers,1,3.85,3.85,0.0,0.0
Hit-Boy,1,3.85,3.85,0.0,0.0
Gangin II,1,3.85,3.85,0.0,0.0
Bank Holiday,1,3.85,3.85,0.0,0.0
SHXCXCHCXSH,1,3.85,3.85,0.0,0.0
Co.’s,1,3.85,3.85,0.0,0.0
Ballantine,1,3.85,3.85,0.0,0.0
Millennium Gallery,1,3.85,3.85,0.0,0.0
Lanark Artefax,1,3.85,3.85,0.0,0.0
Guava,1,3.85,3.85,0.0,0.0
Slikback,1,3.85,3.85,0.0,0.0
Guava’s,1,3.85,3.85,0.0,0.0
Folamour,1,3.85,3.85,0.0,0.0
Truly,1,3.85,3.85,0.0,0.0
Easter Sunday,1,3.85,3.85,0.0,0.0
Artists & DJ,1,3.85,3.85,0.0,0.0
Taking Flight,1,3.85,3.85,0.0,0.0
Tame’s,1,3.85,3.85,0.0,0.0
@redbull_radio,1,3.85,3.85,0.0,0.0
Mike Banks,1,3.85,3.85,0.0,0.0
Pan Records“This Is America,1,3.85,3.85,0.0,0.0
Scary Monsters,1,3.85,3.85,0.0,0.0
Dub Club,1,3.85,3.85,0.0,0.0
Displace,1,3.85,3.85,0.0,0.0
Recognise,1,3.85,3.85,0.0,0.0
Ian Isiah,1,3.85,3.85,0.0,0.0
Traffic,1,3.85,3.85,0.0,0.0
Ragnar Kjartansson’s,1,3.85,3.85,0.0,0.0
Getty ImagesArcosanti,1,3.85,3.85,0.0,0.0
FORM,1,3.85,3.85,0.0,0.0
Lil Uzi,1,3.85,3.85,0.0,0.0
The Ark,1,3.85,3.85,0.0,0.0
Dodecahedron,1,3.85,3.85,0.0,0.0
Romania’s,1,3.85,3.85,0.0,0.0
Mist,1,3.85,3.85,0.0,0.0
Deborah Dugan,1,3.85,3.85,0.0,0.0
Academy’s,1,3.85,3.85,0.0,0.0
Central,1,3.85,3.85,0.0,0.0
Agents of Time,1,3.85,3.85,0.0,0.0
Charlotte Gainsbourg,1,3.85,3.85,0.0,0.0
Bibio,1,3.85,3.85,0.0,0.0
Wilkinson’s,1,3.85,3.85,0.0,0.0
Lil Yachty,1,3.85,3.85,0.0,0.0
Ken Johnson,1,3.85,3.85,0.0,0.0
Reflective Ventures,1,3.85,3.85,0.0,0.0
Refuge,1,3.85,3.85,0.0,0.0
Asghedom,1,3.85,3.85,0.0,0.0
Hackney,1,3.85,3.85,0.0,0.0
’s Forever Becoming,1,3.85,3.85,0.0,0.0
Silver Hayes,1,3.85,3.85,0.0,0.0
Grae Matta,1,3.85,3.85,0.0,0.0
“Alexander,1,3.85,3.85,0.0,0.0
Domenic Cugliari,1,3.85,3.85,0.0,0.0
Praslea,1,3.85,3.85,0.0,0.0
Calpurnia,1,3.85,3.85,0.0,0.0
Selway,1,3.85,3.85,0.0,0.0
Neversea,1,3.85,3.85,0.0,0.0
George Bures Miller’s,1,3.85,3.85,0.0,0.0
Cyril Hahn,1,3.85,3.85,0.0,0.0
Dimensions,1,3.85,3.85,0.0,0.0
Junction,1,3.85,3.85,0.0,0.0
Wurlitzer,1,3.85,3.85,0.0,0.0
Rosalía’s,1,3.85,3.85,0.0,0.0
Astralwerks,1,3.85,3.85,0.0,0.0
All About Eve,1,3.85,3.85,0.0,0.0
Harvey,1,3.85,3.85,0.0,0.0
Till Von Sein,1,3.85,3.85,0.0,0.0
London’s West End,1,3.85,3.85,0.0,0.0
Broadwick Venues,1,3.85,3.85,0.0,0.0
Gnarls Barkley’s,1,3.85,3.85,0.0,0.0
Field Day’s,1,3.85,3.85,0.0,0.0
Sonny Rollins,1,3.85,3.85,0.0,0.0
L-Train,1,3.85,3.85,0.0,0.0
Serenity’2,1,3.85,3.85,0.0,0.0
Full Circle,1,3.85,3.85,0.0,0.0
Lyon,1,3.85,3.85,0.0,0.0
Wiz Khalifa,1,3.85,3.85,0.0,0.0
Southern,1,3.85,3.85,0.0,0.0
Scott Johnson’s,1,3.85,3.85,0.0,0.0
Fantasea,1,3.85,3.85,0.0,0.0
DMX,1,3.85,3.85,0.0,0.0
Dub Echo,1,3.85,3.85,0.0,0.0
Filter,1,3.85,3.85,0.0,0.0
"Low, Mid",1,3.85,3.85,0.0,0.0
Beat FX,1,3.85,3.85,0.0,0.0
One! Thank,1,3.85,3.85,0.0,0.0
Call Super,1,3.85,3.85,0.0,0.0
JASSS,1,3.85,3.85,0.0,0.0
Kumar Sanu,1,3.85,3.85,0.0,0.0
– Waterford,1,3.85,3.85,0.0,0.0
The Waterboys,1,3.85,3.85,0.0,0.0
Georgia ,1,3.85,3.85,0.0,0.0
ONYVAA,1,3.85,3.85,0.0,0.0
Nico De Andrea,1,3.85,3.85,0.0,0.0
Todiefor,1,3.85,3.85,0.0,0.0
Zimmer,1,3.85,3.85,0.0,0.0
Mr Oizo,1,3.85,3.85,0.0,0.0
Natural Selection,1,3.85,3.85,0.0,0.0
Dom & Roland,1,3.85,3.85,0.0,0.0
Dave Owen,1,3.85,3.85,0.0,0.0
Offaiah,1,3.85,3.85,0.0,0.0
Trinity Live,1,3.85,3.85,0.0,0.0
Utopia,1,3.85,3.85,0.0,0.0
The Jury,1,3.85,3.85,0.0,0.0
Smollet’s,1,3.85,3.85,0.0,0.0
”Radiohead,1,3.85,3.85,0.0,0.0
World Champion,1,3.85,3.85,0.0,0.0
Shapov’s,1,3.85,3.85,0.0,0.0
U2,1,3.85,3.85,0.0,0.0
SCHULD,1,3.85,3.85,0.0,0.0
Rampa,1,3.85,3.85,0.0,0.0
Planetary Assault Systems,1,3.85,3.85,0.0,0.0
(Pacific,1,3.85,3.85,0.0,0.0
The 7th Plain,1,3.85,3.85,0.0,0.0
Vanity Fair,1,3.85,3.85,0.0,0.0
Scuba,1,3.85,3.85,0.0,0.0
Masters At Work,1,3.85,3.85,0.0,0.0
The Garden Resort,1,3.85,3.85,0.0,0.0
Octo Octa ,1,3.85,3.85,0.0,0.0
Shalom,1,3.85,3.85,0.0,0.0
The Revenge,1,3.85,3.85,0.0,0.0
Ronson’s,1,3.85,3.85,0.0,0.0
T-,1,3.85,3.85,0.0,0.0
JD Twitch,1,3.85,3.85,0.0,0.0
Trevor Jackson,1,3.85,3.85,0.0,0.0
”Tame,1,3.85,3.85,0.0,0.0
Pusha,1,3.85,3.85,0.0,0.0
Brian Welsh,1,3.85,3.85,0.0,0.0
George Bures Miller’s The Poetry Machine,1,3.85,3.85,0.0,0.0
Tottenham Marshes,1,3.85,3.85,0.0,0.0
Field Day,1,3.85,3.85,0.0,0.0
Jack Antonoff,1,3.85,3.85,0.0,0.0
tINI &,1,3.85,3.85,0.0,0.0
Slauson AvenueThe,1,3.85,3.85,0.0,0.0
Solar,1,3.85,3.85,0.0,0.0
SenateToday,1,3.85,3.85,0.0,0.0
DJ Mag,1,3.85,3.85,0.0,0.0
Mother Tongue,1,3.85,3.85,0.0,0.0
Romeo & Juliet,1,3.85,3.85,0.0,0.0
Gunn,1,3.85,3.85,0.0,0.0
Dance Or Die,1,3.85,3.85,0.0,0.0
Nic Fanciulli’s,1,3.85,3.85,0.0,0.0
Sleep’s,1,3.85,3.85,0.0,0.0
"""Spencer",1,3.85,3.85,0.0,0.0
Shay Lia,1,3.85,3.85,0.0,0.0
Robert Glasper,1,3.85,3.85,0.0,0.0
Tasmania,1,3.85,3.85,0.0,0.0
Dangerous Thoughts,1,3.85,3.85,0.0,0.0
Performances,1,3.85,3.85,0.0,0.0
IC3,1,3.85,3.85,0.0,0.0
Tyler Childers,1,3.85,3.85,0.0,0.0
Ash Koosha,1,3.85,3.85,0.0,0.0
Jlin,1,3.85,3.85,0.0,0.0
Houndstooth,1,3.85,3.85,0.0,0.0
Swede,1,3.85,3.85,0.0,0.0
Leon Vynehall,1,3.85,3.85,0.0,0.0
Ryan Marciano,1,3.85,3.85,0.0,0.0
Lil Tjay,1,3.85,3.85,0.0,0.0
Mark Leckey,1,3.85,3.85,0.0,0.0
Polo & PanCercle,1,3.85,3.85,0.0,0.0
Christians,1,3.85,3.85,0.0,0.0
Diving,1,3.85,3.85,0.0,0.0
Ewen Spencer,1,3.85,3.85,0.0,0.0
Solomun,1,3.85,3.85,0.0,0.0
Technics,1,3.85,3.85,0.0,0.0
Barcelona’s,1,3.85,3.85,0.0,0.0
! –Quinn MorelandBuy,1,3.85,3.85,0.0,0.0
Jeezy,1,3.85,3.85,0.0,0.0
Thaddaeus,1,3.85,3.85,0.0,0.0
Kid Fury’s,1,3.85,3.85,0.0,0.0
Sharon Van,1,3.85,3.85,0.0,0.0
Annie Mac’s,1,3.85,3.85,0.0,0.0
"Malta
May",1,3.85,3.85,0.0,0.0
Usher,1,3.85,3.85,0.0,0.0
Heritage,1,3.85,3.85,0.0,0.0
Elekfantz,1,3.85,3.85,0.0,0.0
Gui Boratto,1,3.85,3.85,0.0,0.0
Bushwacka!,1,3.85,3.85,0.0,0.0
AI,1,3.85,3.85,0.0,0.0
“Brainfeeder’s,1,3.85,3.85,0.0,0.0
Alex Trebek,1,3.85,3.85,0.0,0.0
! So I,1,3.85,3.85,0.0,0.0
Marcel Dettmann,1,3.85,3.85,0.0,0.0
Stingray,1,3.85,3.85,0.0,0.0
Neuropunk,1,3.85,3.85,0.0,0.0
Gydra,1,3.85,3.85,0.0,0.0
Mr Polska,1,3.85,3.85,0.0,0.0
Calvin Johnson,1,3.85,3.85,0.0,0.0
Kranium,1,3.85,3.85,0.0,0.0
Village Boys,1,3.85,3.85,0.0,0.0
Afro Nation,1,3.85,3.85,0.0,0.0
! Let,1,3.85,3.85,0.0,0.0
Railbird Fest,1,3.85,3.85,0.0,0.0
Chvrches,1,3.85,3.85,0.0,0.0
Prove,1,3.85,3.85,0.0,0.0
Smashed Plastic,1,3.85,3.85,0.0,0.0
Koyanagi Gallery,1,3.85,3.85,0.0,0.0
Kacey,1,3.85,3.85,0.0,0.0
Exhibition,1,3.85,3.85,0.0,0.0
Hydra,1,3.85,3.85,0.0,0.0
Lou Doillon’s,1,3.85,3.85,0.0,0.0
Julia Holter’s,1,3.85,3.85,0.0,0.0
Sufjan Stevens,1,3.85,3.85,0.0,0.0
Jenn Nkiru,1,3.85,3.85,0.0,0.0
Nkisi,1,3.85,3.85,0.0,0.0
Privilege,1,3.85,3.85,0.0,0.0
Provincetown,1,3.85,3.85,0.0,0.0
Supa Bwe’s,1,3.85,3.85,0.0,0.0
EP,1,3.85,3.85,0.0,0.0
Rapper’s,1,3.85,3.85,0.0,0.0
Eksman,1,3.85,3.85,0.0,0.0
“That’s,1,3.85,3.85,0.0,0.0
Rodgers,1,3.85,3.85,0.0,0.0
Meet Tierra Whack,1,3.85,3.85,0.0,0.0
George Ian Boxill,1,3.85,3.85,0.0,0.0
A.M.C,1,3.85,3.85,0.0,0.0
Genova,1,3.85,3.85,0.0,0.0
"Crete
June",1,3.85,3.85,0.0,0.0
Eve’s Garden,1,3.85,3.85,0.0,0.0
Gary Clark Jr.,1,3.85,3.85,0.0,0.0
’s Energy,1,3.85,3.85,0.0,0.0
Bjork’s,1,3.85,3.85,0.0,0.0
Lucinda Williams,1,3.85,3.85,0.0,0.0
Electric Wizard,1,3.85,3.85,0.0,0.0
Einstürzende Neubauten,1,3.85,3.85,0.0,0.0
Tanya Tagaq,1,3.85,3.85,0.0,0.0
Excitingly,1,3.85,3.85,0.0,0.0
Acid Flash,1,3.85,3.85,0.0,0.0
Steve Albini’s,1,3.85,3.85,0.0,0.0
The Louisiana,1,3.85,3.85,0.0,0.0
The Beats,1,3.85,3.85,0.0,0.0
DJ Colonel,1,3.85,3.85,0.0,0.0
Blondie,1,3.85,3.85,0.0,0.0
Elvis Costello & The Imposters,1,3.85,3.85,0.0,0.0
Blondie’s,1,3.85,3.85,0.0,0.0
Neck,1,3.85,3.85,0.0,0.0
Darius Rucker,1,3.85,3.85,0.0,0.0
Jimmie Allen,1,3.85,3.85,0.0,0.0
Sonic the Hedgehog,1,3.85,3.85,0.0,0.0
Old West,1,3.85,3.85,0.0,0.0
White Stripes,1,3.85,3.85,0.0,0.0
Tom Scharpling,1,3.85,3.85,0.0,0.0
Kevin Gates,1,3.85,3.85,0.0,0.0
Madlib,1,3.85,3.85,0.0,0.0
Sly & The Family Stone,1,3.85,3.85,0.0,0.0
Borbetomagus,1,3.85,3.85,0.0,0.0
Willie Nelson,1,3.85,3.85,0.0,0.0
Artist Formerly,1,3.85,3.85,0.0,0.0
Black Parade,1,3.85,3.85,0.0,0.0
Roots,1,3.85,3.85,0.0,0.0
Dead Weather,1,3.85,3.85,0.0,0.0
Phoebe Bridger’s,1,3.85,3.85,0.0,0.0
!’s,1,3.85,3.85,0.0,0.0
Colt Ford,1,3.85,3.85,0.0,0.0
Issa Rae,1,3.85,3.85,0.0,0.0
Mike WiLL Made,1,3.85,3.85,0.0,0.0
El-P,1,3.85,3.85,0.0,0.0
Alan Watts,1,3.85,3.85,0.0,0.0
Killer Mike,1,3.85,3.85,0.0,0.0
Joker,1,3.85,3.85,0.0,0.0
Lil Tracy,1,3.85,3.85,0.0,0.0
Thug’s,1,3.85,3.85,0.0,0.0
Young Thug’s,1,3.85,3.85,0.0,0.0
